epoch,loss
1,14.378877474783131
2,14.465018773129067
3,14.196238928008825
4,14.47027650504158
5,14.505300860099782
6,14.540691526176838
7,14.56902100532674
8,14.602161645781822
9,14.638587958895815
10,14.681031363120733
11,14.727875912991854
12,14.772177830696679
13,14.82743661227421
14,14.884673819160806
15,14.940465242637751
16,14.993086124841984
17,15.040389971270297
18,15.082855078678291
19,15.120952382576293
20,15.15658429537255
21,15.190115395002067
22,15.220174116763072
23,15.24736525501626
24,15.272192755714059
25,15.295076810826476
26,15.316214221852043
27,15.335952252794344
28,15.354558397800876
29,15.37279818346724
30,15.390249894215511
31,15.406800347559441
32,15.422607585322112
33,15.437755764856075
34,15.452210759350027
35,15.466093235219327
36,15.479388440171114
37,15.492323450779972
38,15.504714380555715
39,15.516661286783906
40,15.528334590642212
41,15.539715560654608
42,15.550811921712011
43,15.561738803517073
44,15.572343656363396
45,15.582821334640567
46,15.593127924268348
47,15.60324989986391
48,15.613025249196934
49,15.622746648410192
50,15.632272871390272
51,15.641493584817418
52,15.650495079811662
53,15.659434916594854
54,15.668208084355753
55,15.676856434796578
56,15.68519682265245
57,15.693610962551947
58,15.702079457660707
59,15.710496541363401
60,15.718688213732094
61,15.726996063147313
62,15.73517436029103
63,15.743332620710135
64,15.751365662444956
65,15.759416676233881
66,15.767543034341474
67,15.77566697101037
68,15.783679731405126
69,15.791556256142659
70,15.799315178122084
71,15.806943395389961
72,15.814483855528614
73,15.821900721782676
74,15.829289269741052
75,15.836586205252948
76,15.843788865380562
77,15.850740646764349
78,15.857740204315633
79,15.864779583536661
80,15.871436342059706
81,15.878035940803015
82,15.884608304307152
83,15.89143065825248
84,15.898311270830723
85,15.904751541236273
86,15.911294407533624
87,15.917939861734899
88,15.924624814831008
89,15.93121405920157
90,15.93792454411204
91,15.944680392670517
92,15.951347771996202
93,15.957836936657818
94,15.964425567107705
95,15.97107722194722
96,15.977393922646744
97,15.983847447742637
98,15.990339864797603
99,15.996828181275095
100,16.00330515184368
101,16.00986200506584
102,16.016230461545863
103,16.02253374736756
104,16.028721392477074
105,16.034815897269603
106,16.040146210409986
107,16.045349926437037
108,16.050409816169683
109,16.05522999099384
110,16.060146944454083
111,16.06515922397375
112,16.070218331574534
113,16.07498628115998
114,16.079536429140717
115,16.08406035713135
116,16.08855185521623
117,16.093053082899694
118,16.097630269932917
119,16.10193547527664
120,16.105943948961794
121,16.109755372664388
122,16.113620445669557
123,16.117543550817153
124,16.121522237690023
125,16.1254705273403
126,16.12938263066686
127,16.13319170449932
128,16.13688615218808
129,16.140624532225328
130,16.14440510590346
131,16.148127268784894
132,16.151890060470368
133,16.15569011361983
134,16.159527882396315
135,16.16340107216428
136,16.167113832807026
137,16.17085825981429
138,16.17463474212071
139,16.178439621921054
140,16.182271545717064
141,16.186131320249004
142,16.190017513286037
143,16.193927633719376
144,16.197861262561325
145,16.201817161475237
146,16.205539338684712
147,16.20927894434247
148,16.213036118720012
149,16.216542357113212
150,16.220060666987244
