,0
Annual return,-0.3989720717289481
Cumulative returns,-0.2387089800000003
Annual volatility,0.44587915348561846
Sharpe ratio,-0.9191990789705542
Calmar ratio,-0.9598754678571868
Stability,0.5731438314963001
Max drawdown,-0.4156498265546968
Omega ratio,0.8424523492175151
Sortino ratio,-1.2541147090969809
Skew,0.17715218801203023
Kurtosis,4.0000420895228475
Tail ratio,0.8869272424559567
Daily value at risk,-0.057801888754553526
