,0
Annual return,-0.22590935895452025
Cumulative returns,-0.12818530000000006
Annual volatility,0.16203425739531818
Sharpe ratio,-1.4979574817684973
Calmar ratio,-1.286053968391026
Stability,0.6922388587184076
Max drawdown,-0.1756608700000001
Omega ratio,0.7407772124437851
Sortino ratio,-1.7866503062712897
Skew,-1.8577791852484278
Kurtosis,9.648250571367345
Tail ratio,0.9432445620565663
Daily value at risk,-0.021377573870875414
