,0
Annual return,-0.43725784213514807
Cumulative returns,-0.26508483999999954
Annual volatility,0.3801207150683086
Sharpe ratio,-1.3213918564384017
Calmar ratio,-1.2011255173355686
Stability,0.603242862787057
Max drawdown,-0.36404009058529363
Omega ratio,0.7796998540769057
Sortino ratio,-1.7516740294176127
Skew,-0.021660750125885243
Kurtosis,2.937113527056833
Tail ratio,0.7660994720523187
Daily value at risk,-0.049883916588937496
