,0
Annual return,-0.32173789199814484
Cumulative returns,-0.18777329999999992
Annual volatility,0.31107743488924844
Sharpe ratio,-1.091840192071834
Calmar ratio,-1.0770082046447664
Stability,0.6368508756627552
Max drawdown,-0.29873299999999986
Omega ratio,0.8232218738156872
Sortino ratio,-1.4537554615692587
Skew,-0.2254654363453073
Kurtosis,2.1496577713152973
Tail ratio,0.8679611707341889
Daily value at risk,-0.04053987785979665
