,0
Annual return,-0.3921376227593496
Cumulative returns,-0.23408356000000052
Annual volatility,0.2734020840183726
Sharpe ratio,-1.68275283298578
Calmar ratio,-1.2014599858503847
Stability,0.7268548266186923
Max drawdown,-0.3263842553040145
Omega ratio,0.7351422613036585
Sortino ratio,-2.1708761397957104
Skew,-0.12415095488167481
Kurtosis,2.7633775515281656
Tail ratio,0.6704072873864377
Daily value at risk,-0.03627109205674183
