epoch,loss
1,0.6753939076935729
2,11.725646081201445
3,12.340342316167572
4,12.475408571915558
5,12.281566886446225
6,12.083196813455569
7,12.718140116964396
8,12.74475487271467
9,13.082941492088139
10,12.482200804417236
11,12.119728026231034
12,12.125925523802065
13,12.095631203900735
14,12.53176978431069
15,12.518432268263915
16,12.356387298984023
17,12.387537855690775
18,12.773429741581472
19,12.050310412780023
20,12.196862497653525
21,12.325055116751733
22,12.31513162354867
23,12.134067993933478
24,12.712252182026322
25,13.113115302788524
26,12.45306246752779
27,12.466372251725542
28,12.545106322683681
29,12.299569581492015
30,12.246206640588262
31,12.426774059995436
32,12.677240208113709
33,1.6417474228029068
34,1.3663971998657172
35,2.4562129467152634
36,0.8750009144154879
37,0.9676592817100195
38,1.0971489141766841
39,1.4693458321002812
40,1.6719511953684
41,1.715614752127574
42,1.674589957182224
43,1.943885181672298
44,1.7193862772904909
45,1.7099593510994544
46,1.6586555345700338
47,1.6676841378211975
48,1.6086273445532873
49,1.6093440388257687
50,1.5580197607095425
51,1.642791924568323
52,1.6272405632413351
53,1.600707426094092
54,2.0805516048119617
55,12.614296464392773
56,11.720148688540435
57,11.862280081241177
58,11.855859160279998
59,12.043869322918068
60,12.203330419420336
61,12.190202360686202
62,12.136954564063881
63,12.36950061721011
64,12.094668308416239
65,12.025160590007614
66,12.018511395865621
67,12.087630761249994
68,11.6414401209555
69,11.866078276330462
70,11.542145257851539
71,10.064541190289534
72,12.037144950662668
73,11.748770368213837
74,11.344215952576352
75,11.53137807154025
76,11.522752409227765
77,11.727257452833538
78,11.647956991066726
79,12.051440770809467
80,11.38096429579533
81,10.93162141339137
82,10.821211061225487
83,11.994356762044704
84,11.967744278649871
85,11.78925076026756
86,11.704033566853749
87,11.765944422652515
88,11.836970324162394
89,11.709863508979861
90,12.28033260653655
91,11.638569807920318
92,11.738768082541915
93,11.97560746086618
94,11.891428077557626
95,11.89221497030499
96,11.956962650892539
97,12.024533827251826
98,12.081467991838089
99,11.903917349588413
100,12.212514484193749
101,13.081950810845369
102,15.700358803813847
103,14.742364494488216
104,8.063596647805893
105,11.659704065093628
106,9.878633459600119
107,12.654953981678073
108,13.700378796658837
109,12.857008585491432
110,14.604880656330632
111,12.829123574022491
112,12.585039666925486
113,13.664885437116027
114,16.243982543416607
115,12.841769603224328
116,13.58061078749597
117,13.773989473612836
118,13.287807220915475
119,12.860174676116843
120,12.43181004282087
121,12.826836704992903
122,12.892731093801558
123,13.174669592820395
124,12.969162165115659
125,12.206519732753245
126,12.63870884392124
127,12.916791109798046
128,12.711854053876149
129,12.36291664211939
130,11.923938594149568
131,11.87655225646897
132,12.110720912890079
133,12.288686452791667
134,12.64825006825133
135,12.808844188013328
136,12.948041529394686
137,13.162244293516359
138,12.814418303207136
139,12.837354149024646
140,12.81328792232447
141,12.656005269203048
142,12.606781288981438
143,12.482059769583149
144,12.422847027102343
145,12.088142494814328
146,12.085753110022498
147,12.091876200794314
148,12.466308514874141
149,12.855609578689418
150,12.786470667960552
