,0
Annual return,-0.26231343633704385
Cumulative returns,-0.15039496999999913
Annual volatility,0.21116567142731768
Sharpe ratio,-1.3347303271564894
Calmar ratio,-1.3602525893493058
Stability,0.7037532626172722
Max drawdown,-0.19284171071677564
Omega ratio,0.8010353651826457
Sortino ratio,-1.7281524276736637
Skew,-0.21360535549405532
Kurtosis,0.8110700735123832
Tail ratio,0.818215723046175
Daily value at risk,-0.027722823214588597
