,0
Annual return,-0.4034254818664965
Cumulative returns,-0.24173610999999995
Annual volatility,0.38942255518317637
Sharpe ratio,-1.131110419373926
Calmar ratio,-1.1873303350253017
Stability,0.6667703492075259
Max drawdown,-0.33977526722409535
Omega ratio,0.8178263717692937
Sortino ratio,-1.5270191405051294
Skew,-0.02053042107886262
Kurtosis,2.8348173087904325
Tail ratio,0.9887151545596412
Daily value at risk,-0.050810566432202574
