,0
Annual return,-0.36240156194458617
Cumulative returns,-0.2142341199999992
Annual volatility,0.42933982919346875
Sharpe ratio,-0.8332108586679533
Calmar ratio,-0.885463637311951
Stability,0.5729869981404516
Max drawdown,-0.40927887569132465
Omega ratio,0.8564860268278094
Sortino ratio,-1.1284375714411294
Skew,-0.05329062533063542
Kurtosis,3.8676431920294583
Tail ratio,0.8201581525562388
Daily value at risk,-0.055511299998067656
