,0
Annual return,-0.30703331375067167
Cumulative returns,-0.17838693999999922
Annual volatility,0.3371922901863576
Sharpe ratio,-0.9193557238256342
Calmar ratio,-1.0146149788106937
Stability,0.6508997121627248
Max drawdown,-0.3026106652895746
Omega ratio,0.841555650865207
Sortino ratio,-1.2633362715919843
Skew,0.09439785293041962
Kurtosis,4.163168705540436
Tail ratio,1.084630780646474
Daily value at risk,-0.04371239280995965
