,0
Annual return,-0.5046130055975837
Cumulative returns,-0.3135996999999998
Annual volatility,0.532840335653717
Sharpe ratio,-1.0525182664303827
Calmar ratio,-1.2510771992856684
Stability,0.6505116861881095
Max drawdown,-0.4033428200000002
Omega ratio,0.8292671440445878
Sortino ratio,-1.4739391689985244
Skew,0.3041113275058257
Kurtosis,1.9953581478856073
Tail ratio,1.0150451494399162
Daily value at risk,-0.06935706502418038
