epoch,loss
1,3.8070758452676996
2,2.879595774663042
3,2.782416756578474
4,2.777987877686261
5,2.7252382505447508
6,4.59176683794631
7,5.22428622547233
8,3.99342917879017
9,2.638624479119875
10,6.197685238924258
11,3.024853574644242
12,3.246907767554631
13,5.13096831026202
14,3.095501545331992
15,5.0462483336806905
16,4.16274437711251
17,4.9619347154714015
18,2.7321758447405027
19,4.608256345234659
20,3.017947632781401
21,4.58085482288152
22,3.759998424520374
23,5.756944198009311
24,4.544984973434891
25,3.603459213461195
26,5.007513104842937
27,6.476724099386864
28,4.131235279998153
29,3.724051602983049
30,3.1286114638633267
31,5.1291356364037
32,3.656497201559191
33,5.003565917817914
34,4.246001169142523
35,3.4025557189609628
36,3.0458096726322355
37,4.543184986071927
38,5.795173034138445
39,4.08618412360701
40,3.345543790228513
41,5.3018136206083
42,4.894740265508999
43,4.491851781627962
44,8.957090704036611
45,7.107164924717223
46,3.476938734439259
47,6.5062246116600475
48,3.057158673524248
49,6.132261405632432
50,4.35700305209172
51,5.93453264053987
52,3.6333190178004453
53,3.867906891075628
54,4.58750009654584
55,3.7428817236986087
56,3.6145490414786097
57,4.019400001636574
58,9.13907826874329
59,4.591263427760224
60,2.7539851249252654
61,5.308757362222033
62,3.575006254834636
63,2.3041710466602625
64,3.9299571679486913
65,4.369976937979916
66,4.884634756578171
67,4.103353732094472
68,7.522429815474517
69,5.099057816995346
70,4.145460102441056
71,5.287588474967954
72,4.795988440608644
73,9.406214201100626
74,4.228629721708748
75,3.174251090963276
76,3.3423114910303635
77,5.691017305820572
78,4.946139098924338
79,4.567716668036823
80,5.202947382321011
81,4.338977826626173
82,3.8608775647091016
83,5.380271909568383
84,5.323077414203816
85,6.367091002527206
86,7.8588306034477995
87,2.7387497189967913
88,3.7919439082319033
89,4.384148916267619
90,11.498472324401444
91,4.493581324739724
92,8.765412755994772
93,4.332230426485137
94,3.933569975653473
95,3.1561762287604567
96,4.144921876147998
97,4.647587809464609
98,5.619261620119595
99,3.5029300329256423
100,4.2730417277815995
101,5.8635833171785485
102,2.4571096597819078
103,3.8530842655775497
104,5.10712544943149
105,4.418637891680154
106,2.9364188641157685
107,5.4513177698174
108,3.885393173452847
109,3.7620248962193727
110,3.369883980630536
111,5.271453956750278
112,3.898323957333151
113,4.727039320413404
114,2.424216364890489
115,3.0400554792841477
116,7.190748756390293
117,3.4814471544279737
118,4.030725191100215
119,4.675217664391943
120,3.172403680882892
121,4.325046524766605
122,3.791291096266739
123,3.998386265025759
124,3.349366438442043
125,4.376492410803175
126,5.5495982228645255
127,8.091620904070382
128,6.337500415818424
129,5.588245531981241
130,4.537300183076639
131,2.7581516509229433
132,3.74108130275747
133,5.613449510072871
134,7.408128831193459
135,5.64715576856112
136,3.6157746607798855
137,3.477042472142042
138,4.213993896350113
139,4.2904189572650555
140,4.401497175650937
141,3.578190962879025
142,4.755089580233456
143,6.479709542394445
144,4.9791270930852205
145,6.924755201142814
146,3.980171151326171
147,4.557418833600775
148,2.382428241684577
149,3.0506668363374714
150,3.2775725596489345
