,0
Annual return,-0.45608268595003165
Cumulative returns,-0.27835901999999946
Annual volatility,0.3251350776920694
Sharpe ratio,-1.7076059315805172
Calmar ratio,-1.3850948446372044
Stability,0.8023722150872342
Max drawdown,-0.3292790293140486
Omega ratio,0.7403210913837123
Sortino ratio,-2.1755573580464347
Skew,-0.5210866299356073
Kurtosis,3.251007316463526
Tail ratio,0.9586395566012064
Daily value at risk,-0.04316635430220012
