,0
Annual return,-0.2130748141636467
Cumulative returns,-0.12047121000000016
Annual volatility,0.31407525243400747
Sharpe ratio,-0.6060764537069178
Calmar ratio,-0.7817667861655117
Stability,0.4913259833043335
Max drawdown,-0.27255547042201356
Omega ratio,0.8943245186966181
Sortino ratio,-0.8222105210259791
Skew,-0.15307310907667146
Kurtosis,4.018368842485238
Tail ratio,1.0305888032597563
Daily value at risk,-0.040325133912678245
