,0
Annual return,-0.16265434110730637
Cumulative returns,-0.09071717999999918
Annual volatility,0.36023664345015644
Sharpe ratio,-0.3139252567702342
Calmar ratio,-0.5072867308492369
Stability,0.20650100068063207
Max drawdown,-0.32063590710328754
Omega ratio,0.9443315142835055
Sortino ratio,-0.44787458216997156
Skew,0.17188432206794851
Kurtosis,3.6912641592769857
Tail ratio,0.958457433352214
Daily value at risk,-0.0458343104810089
