,0
Annual return,-0.24450833253231008
Cumulative returns,-0.13947023000000047
Annual volatility,0.3033796715141095
Sharpe ratio,-0.7728252250004677
Calmar ratio,-0.7599903549765298
Stability,0.469784622062747
Max drawdown,-0.3217255731355447
Omega ratio,0.8667709872442507
Sortino ratio,-1.0565849692151599
Skew,0.02508743881657346
Kurtosis,5.276131919840244
Tail ratio,0.8442888003316878
Daily value at risk,-0.03915264058255579
