epoch,loss
1,20.00276510259853
2,19.711952282259098
3,19.316158845590856
4,18.820967309750042
5,17.917749896502265
6,18.31138400762127
7,18.355869519237714
8,18.07981286337599
9,17.599020888312506
10,17.392557968170596
11,17.259281690339915
12,16.436373572223463
13,17.16560059137499
14,17.685059199754434
15,16.80355065409094
16,16.70225288701029
17,15.692708948913674
18,16.17175622477841
19,16.27116524635886
20,15.89066441801305
21,15.523860079021407
22,15.202704160653342
23,15.269422300912153
24,15.238026786882143
25,13.850620981932689
26,13.68748347934049
27,13.763213379810063
28,13.485662935516583
29,13.40940627287357
30,13.481045444639257
31,13.086533090278794
32,13.118154250837575
33,13.43655109881925
34,13.527530918076922
35,13.61498738764427
36,13.705686785925467
37,13.750598216930834
38,13.916505620599938
39,14.074651926218603
40,13.671581466288234
41,14.03968949888188
42,13.778585826727348
43,13.19877606533611
44,13.584067427553236
45,14.766378332681667
46,14.608392326412005
47,14.792610322304357
48,15.830657514206205
49,13.98111531865568
50,13.398453049469166
51,12.165279426038838
52,11.892263955902308
53,11.843572949417508
54,11.864700196633258
55,11.945234247716144
56,11.969343687013652
57,12.182212103480616
58,12.479099442358487
59,12.20861281436653
60,12.244042438884767
61,12.111396254828342
62,12.395113105133463
63,12.39005440661612
64,12.94202151729797
65,12.350726639708647
66,12.501996343274815
67,12.246631263970183
68,12.262427314363707
69,12.132266648257009
70,11.982133753669377
71,11.965738999693153
72,11.944785462119258
73,12.19625226365259
74,11.967799763051936
75,11.701095934813985
76,11.70485781853159
77,11.786623310046988
78,11.726615154291862
79,11.608414590000534
80,11.663210729423623
81,11.717010777730207
82,11.920334012677463
83,11.980104811346301
84,11.834767605321339
85,12.00897012063517
86,11.881645559548186
87,11.80393865557674
88,13.09784750894715
89,12.28284865589096
90,13.000401430082722
91,14.437899003414294
92,12.84878284136693
93,12.37634282415876
94,11.783753544199639
95,12.095924688503146
96,12.066826419474987
97,11.92105281059272
98,11.669445115786333
99,11.717390249160907
100,12.044484554252659
101,12.060199476277026
102,12.011701492306132
103,12.027492815234627
104,11.758219211362302
105,11.499676566965018
106,11.515376036664328
107,11.43861602479592
108,11.311847794263695
109,11.302847824274348
110,11.361985526298387
111,11.416568307313495
112,11.411470923142938
113,11.438941681685929
114,11.522578556412974
115,11.55912342764294
116,11.301398839586628
117,11.320103987442472
118,11.50546725298493
119,11.284292654492534
120,11.740729667174701
121,11.75703005066428
122,11.766890401593768
123,11.77686876277081
124,11.786914327432616
125,11.93792294159245
126,11.945869941550951
127,11.952737966552377
128,11.959903149328266
129,11.967349820483763
130,12.629637860442298
131,12.9332398165089
132,14.01409080112353
133,14.05123807489872
134,13.849292733061771
135,16.307340897977927
136,15.757444510737864
137,18.207617612555623
138,15.859095406360352
139,14.209274752746122
140,14.431935956343436
141,14.24410087794352
142,13.113178558970013
143,12.274885671141629
144,12.139250134547742
145,12.12541241549815
146,12.113155783763013
147,11.812045135750221
148,11.807373604629761
149,11.828573267405423
150,11.824696102752709
