epoch,loss
1,5.57370824746501
2,5.264501785644545
3,12.526035010563927
4,7.581061710675176
5,11.829693050231212
6,8.61497893385016
7,7.776290672329756
8,8.011985385862108
9,10.36849713501019
10,11.03247347717675
11,5.796611660804886
12,11.415180517038188
13,13.677590788198778
14,14.46723050613386
15,12.136766464467375
16,10.916606422800283
17,10.994568249819658
18,8.585035857135573
19,14.724525893966739
20,12.346219584130896
21,10.536187850726911
22,6.750095740605432
23,11.759343220995596
24,13.871087631927086
25,11.207328755301065
26,11.271509010846225
27,11.039764188373319
28,9.659322278215908
29,9.182927391706752
30,7.45615283650561
31,7.27361030317843
32,11.47719594492362
33,8.955571605483643
34,11.270291343044777
35,12.300910622168045
36,14.423605759198276
37,13.526019017355374
38,14.329055438749492
39,11.969560533618697
40,13.652760121648988
41,11.318208251291743
42,12.470520146620961
43,9.983027369213792
44,9.147571630417728
45,10.851356425824074
46,10.64952312474354
47,10.609434483644481
48,9.91731386237706
49,13.92717678572696
50,11.214350652701865
51,11.047074703069834
52,11.233657785906242
53,13.497015428657715
54,12.95150910711919
55,11.465320278245668
56,10.283919013893374
57,9.361731100146873
58,11.135795687970061
59,10.874501820438756
60,12.456242249203989
61,11.831212334513951
62,10.42010515813644
63,7.315664307787442
64,13.88276527252478
65,13.657924281361584
66,11.843484296320149
67,15.011286599418291
68,13.453849907462986
69,13.932289347625696
70,10.755054223852662
71,9.388107156810852
72,9.86946797471207
73,13.749442898381789
74,8.52651327303969
75,10.985386497627657
76,10.530748720782308
77,12.239202907452217
78,19.635482653402367
79,10.309772480780689
80,11.571818352318727
81,10.923691981042234
82,10.118543448069921
83,10.203236886228506
84,10.281387806798403
85,11.669063694201983
86,11.348002842269265
87,11.863862305736312
88,12.690766154394414
89,10.811985067951564
90,9.293417607398274
91,12.218650949187577
92,12.775437131380805
93,12.257217704891586
94,12.770310146125176
95,12.563422344051874
96,12.70106681307348
97,11.024370053747239
98,11.086107570785456
99,11.304919801688252
100,9.931502559759583
101,10.969586500754723
102,10.480473319390931
103,11.420530043363284
104,12.303671220639863
105,11.875139367408478
106,12.258804893085303
107,12.04395748083838
108,10.464910430923247
109,11.85663447643702
110,13.027698708805614
111,11.548955696240927
112,11.139813107868227
113,10.68527307966724
114,11.479136494668918
115,11.457696359067295
116,11.303409582183052
117,11.951283756804724
118,11.80603680607433
119,11.970455198512914
120,11.653711847137087
121,11.040349622758535
122,12.026861043682752
123,10.825365021842746
124,11.908972109023194
125,12.094315080688549
126,11.942998570318405
127,11.844816340205188
128,11.525071379728615
129,11.167013016995043
130,11.447402091768499
131,11.635869421745436
132,10.468110915112238
133,13.186422729255774
134,11.809963896136301
135,11.654024659602259
136,12.660320235022272
137,11.759135793697519
138,11.611336523649069
139,11.974763196785576
140,11.883586434074319
141,12.124937400615845
142,11.648325429387533
143,12.350436301078075
144,12.054860447085677
145,11.302126503316686
146,11.756404104463469
147,11.933337405359802
148,13.253509151337381
149,12.02138213865244
150,11.92510964990092
